uid,unique_id,boot_num,term,estimate,std.error,statistic,p.value
5_1_0683,5_1,0683,K,18263.66394610691,1097.000005840169,16.64873641647719,4.8625196625312235e-15
5_1_0683,5_1,0683,r,0.14476162179481916,0.011059019372627613,13.089914839386337,1.089837813986277e-12
5_1_0684,5_1,0684,K,21095.48817238868,1222.067620238753,17.262128398645643,2.110177997936522e-15
5_1_0684,5_1,0684,r,0.13297166149315626,0.006992991287548117,19.014990298919532,2.217893762778176e-16
5_1_0685,5_1,0685,K,19721.556612997265,844.3844251379563,23.35613498528841,1.6927495845760132e-18
5_1_0685,5_1,0685,r,0.14184653450606965,0.007067047427296474,20.07154132830457,6.217302329448233e-17
5_1_0686,5_1,0686,K,21243.73717406765,953.5650898857483,22.278224527507582,5.235347377112148e-18
5_1_0686,5_1,0686,r,0.1271276020387523,0.006137378853958844,20.713663774682924,2.953774378789387e-17
5_1_0687,5_1,0687,K,21144.6934849302,1800.5472984930323,11.743481275180747,1.1398746909491513e-11
5_1_0687,5_1,0687,r,0.11874208925205884,0.009367911906817438,12.67540626269607,2.201199905483962e-12
5_1_0688,5_1,0688,K,19194.399075454265,1291.5556045892095,14.861457770189624,6.466911166293887e-14
5_1_0688,5_1,0688,r,0.13810379433305778,0.010038663609268918,13.75718917461718,3.6387140012241793e-13
5_1_0689,5_1,0689,K,21450.73605527838,1505.9152753181957,14.244317995078374,1.6762148121906264e-13
5_1_0689,5_1,0689,r,0.11901983943000169,0.007870112026669802,15.12301718535566,4.3604978350979954e-14
5_1_0690,5_1,0690,K,21233.54544115832,1907.2785722233787,11.132902005188294,3.522820292040395e-11
5_1_0690,5_1,0690,r,0.12463293817945452,0.009249688033756868,13.474285589373917,5.763946572272597e-13
5_1_0691,5_1,0691,K,20731.711649030112,998.4150608023036,20.764622312859125,2.786832499959436e-17
5_1_0691,5_1,0691,r,0.13574777378935185,0.006705086597702871,20.245491510260038,5.071561163046676e-17
5_1_0692,5_1,0692,K,20760.787197717043,933.537014773513,22.23884738277234,5.460902968666161e-18
5_1_0692,5_1,0692,r,0.13110823183754047,0.007677855234600862,17.076153148432763,2.710631416821351e-15
5_1_0693,5_1,0693,K,22474.720068163053,3207.9972172926377,7.005841509778616,2.4155420178117257e-7
5_1_0693,5_1,0693,r,0.11143807470695817,0.010061555438503789,11.075630938781535,3.924583615560217e-11
5_1_0694,5_1,0694,K,20359.266423689685,743.1160806810177,27.397154970770835,3.622075727236336e-20
5_1_0694,5_1,0694,r,0.1378271052674306,0.005868956814326489,23.484089187875103,1.4851299527514993e-18
5_1_0695,5_1,0695,K,19928.542750693392,1096.5161286393204,18.174418259969375,6.381556928066852e-16
5_1_0695,5_1,0695,r,0.1292950066274948,0.007576296194448693,17.06572754141158,2.7491389904365968e-15
5_1_0696,5_1,0696,K,20380.121204244195,2358.150914499627,8.642416004392418,5.586180751649907e-9
5_1_0696,5_1,0696,r,0.12011764115439903,0.010984435731785301,10.93525822239722,5.122126664405409e-11
5_1_0697,5_1,0697,K,19528.188270098177,847.8992633376869,23.031259861256444,2.366844907775796e-18
5_1_0697,5_1,0697,r,0.1358256483780836,0.008400267116848426,16.16920587032976,9.51045644454545e-15
5_1_0698,5_1,0698,K,21530.955415271506,3461.0219607629483,6.220982027668272,1.6573883661225211e-6
5_1_0698,5_1,0698,r,0.12607370071037757,0.013212209002010268,9.542212107846249,8.184626156483809e-10
5_1_0699,5_1,0699,K,21262.980955354073,1663.8561342566923,12.779338620434906,1.842540153500222e-12
5_1_0699,5_1,0699,r,0.12029353008165461,0.00850482802540596,14.144146092350017,1.9624800645261819e-13
5_1_0700,5_1,0700,K,20212.104746370394,864.418232733414,23.382321173926226,1.6479327350100952e-18
5_1_0700,5_1,0700,r,0.13696621987657012,0.007022008591512302,19.505276601644294,1.219980088888161e-16
5_1_0701,5_1,0701,K,20684.860897041694,1574.9698896319642,13.133496096154124,1.0131814989401278e-12
5_1_0701,5_1,0701,r,0.1316544841793867,0.008198025378124883,16.059292098641897,1.111716730207966e-14
5_1_0702,5_1,0702,K,21335.735532361585,1369.1061082357103,15.583697570275062,2.2071647262155772e-14
