unique_id,term,estimate,std.error,statistic,p.value,conf.low,conf.high
16_1,K,23258.333155646676,1590.7088712594007,14.621363830851413,1.4083009263733675e-7,19659.899688600577,26856.766622692776
16_1,r,0.30979851449248846,0.0518470616580714,5.97523764288887,2.0875159440226457e-4,0.19251231259264207,0.42708471639233486
16_2,K,19624.13020828109,1393.4220629152449,14.083407124489266,6.276437150767231e-7,16410.893169113817,22837.367247448365
16_2,r,0.30238618378777493,0.05642934805262113,5.358668746372823,6.787551532132736e-4,0.17225987383155547,0.43251249374399436
16_3,K,20160.801174611293,1212.0641395259859,16.63344415296024,4.582944061725245e-8,17418.921599611742,22902.680749610845
16_3,r,0.3620684832023506,0.0712493786698179,5.081707236778013,6.613050234849045e-4,0.20089119089950042,0.5232457755052007
16_4,K,21181.77694643099,951.1865011220553,22.268794733150827,3.5127009625336623e-9,19030.043589760768,23333.51030310121
16_4,r,0.34549069040414576,0.04702695079528952,7.346653026858633,4.342752652329632e-5,0.23910833681802285,0.4518730439902687
16_5,K,20214.757374704186,767.7119810857855,26.3311735035243,1.4384394747217607e-10,18504.188482511596,21925.326266896776
16_5,r,0.3430699381378461,0.04030324197457439,8.512216916799755,6.80979023487268e-6,0.2532687188332929,0.4328711574423993
25_1,K,14854.28336827732,1569.7398353079975,9.46289508245981,1.2798682837073837e-6,11399.309285559724,18309.257450994915
25_1,r,0.16155816298223552,0.03529864753609306,4.576893854560332,7.943663439043692e-4,0.0838663635839894,0.23924996238048163
25_2,K,16602.326647811817,2100.839310462638,7.902711342618452,1.3104876588349698e-5,11921.36495838996,21283.288337233673
25_2,r,0.11360469745927897,0.018974949564126507,5.987088243652396,1.3440473650277245e-4,0.07132587512096869,0.15588351979758924
25_3,K,14992.608860416702,1402.2363838767124,10.691926862550218,2.04481856721851e-6,11820.529780693745,18164.687940139658
25_3,r,0.14355068321143752,0.02205999961395171,6.507284030986555,1.1051103865834901e-4,0.09364749707341102,0.193453869349464
25_4,K,15559.132312287951,909.7349818066144,17.102928460978333,9.85077077979664e-9,13532.116454313607,17586.148170262295
25_4,r,0.18351809930660656,0.024080716576227745,7.620956740455718,1.7967070632948925e-5,0.12986291911944364,0.23717327949376948
25_5,K,13500.552206096228,958.4323802451103,14.086076894275616,2.2047296718315846e-8,11391.056760225434,15610.047651967023
25_5,r,0.2785385772118593,0.06344511011241813,4.390229234661551,0.0010805868462050938,0.13889683137404704,0.41818032304967157
32_1,K,6924.631950490023,1962.7856267250438,3.527961411681999,0.007755079257659815,2398.4401787427714,11450.823722237274
32_1,r,0.06911504160491697,0.02959278002040582,2.335537301911426,0.047747166553448246,8.739685056739221e-4,0.13735611470416
32_2,K,8112.962923360737,1825.8537099650252,4.443380583604446,0.0029954589263236323,3795.50496091678,12430.420885804693
32_2,r,0.22530027106598627,0.34874907180052434,0.6460240020218673,0.5388575525784456,-0.5993602418340068,1.0499607839659792
32_3,K,6255.998185216526,1118.402922412583,5.593689054139171,5.140164969513576e-4,3676.9564213086855,8835.039949124366
32_3,r,0.16376290118011128,0.1341204329860649,1.2210138122438525,0.25684266603004946,-0.14551937190112768,0.47304517426135023
32_4,K,6347.718700574401,778.7964873662188,8.150677106982725,8.089575412384207e-5,4506.157639492966,8189.2797616558355
32_4,r,0.11459800864174435,0.04743530894494705,2.415879883374338,0.04637184788018216,0.00243132672872641,0.22676469055476228
32_5,K,6991.262200838226,1453.922674156206,4.80855159982676,0.0013408088855101834,3638.510501966916,10344.013899709536
32_5,r,0.08891611145201833,0.041433495973130445,2.1459958751653563,0.06417430497204808,-0.006629701597985649,0.1844619245020223
38_1,K,6895.763775310807,2224.2912107861407,3.1002072668684457,0.01466116366611873,1766.5390453396858,12024.98850528193
38_1,r,0.061312925437699575,0.029524555928242945,2.076675618312963,0.07148361044407703,-0.0067708226228953144,0.12939667349829448
38_2,K,28062.97732223534,113902.30635658103,0.24637760393000085,0.8136024268900622,-250645.92597442766,306771.8806188984
38_2,r,0.0375866995061914,0.02642872010676513,1.422191440007346,0.204811093983481,-0.027082048933645513,0.10225544794602831
38_3,K,8908.749978298765,1540.7724385413371,5.782002426479512,0.001170203591149785,5138.615638514435,12678.884318083095
38_3,r,0.08209153886908607,0.023114120185380352,3.551575323252358,0.012049100757556344,0.025533324258689753,0.13864975347948238
38_4,K,7306.847091758522,1462.0258349095495,4.9977551130008395,0.002457830013675302,3729.3987496382274,10884.295433878817
38_4,r,0.058325928728230385,0.016197938005424944,3.600824296814577,0.011355265126504756,0.01869100225864459,0.09796085519781618
38_5,K,29940.71466695694,354142.5631579924,0.08454424229600326,0.9353740953271684,-836614.9201191902,896496.3494531041
38_5,r,0.02029489684548941,0.027342496610277895,0.7422473936729198,0.4859679595050669,-0.046609782150090706,0.08719957584106952
5_1,K,23805.258839800525,3129.1257718035586,7.6076388665194825,1.2548167848153627e-4,16406.052153509838,31204.46552609121
5_1,r,0.110468140485571,0.014563201611818486,7.585429593718095,1.278237617727145e-4,0.07603164077342989,0.14490464019771213
5_2,K,27838.589652601746,4000.297703530985,6.959129473796204,2.1939726333735377e-4,18379.388689241456,37297.79061596203
5_2,r,0.10329744307894372,0.012032900212352943,8.584584036764372,5.794588678109057e-5,0.07484415541981798,0.13175073073806945
5_3,K,27572.358348338403,2307.929878705198,11.946792059300837,6.550760470873513e-6,22114.971386176498,33029.74531050031
5_3,r,0.09627962143051956,0.005849428176341953,16.459663838582216,7.453366259787557e-7,0.08244792170679123,0.11011132115424789
