file_name,temperature,species,rep,cell_density,start_time,cell_volume,start.time,time_since_innoc,time_since_innoc_days,time_since_innoc_hours,total_biovolume
k-temp-edited/oct_28/16TT5/16TT5_summary,16,TT,5,2200,2016-10-28  18:39:56,626.68,2016-10-28T05:45:44Z,2016-10-28 05:45:44 UTC--2016-10-28 18:39:56 UTC,0.5376388888888889,12.903333333333334,844764.6399999999
k-temp-edited/oct_28/25TT1/25TT1_summary,25,TT,1,2200,2016-10-28  18:43:37,708.69,2016-10-28T05:45:44Z,2016-10-28 05:45:44 UTC--2016-10-28 18:43:37 UTC,0.5401967592592593,12.964722222222223,486870.03
k-temp-edited/oct_28/25TT5/25TT5_summary,25,TT,5,2200,2016-10-28  18:45:56,739.25,2016-10-28T05:45:44Z,2016-10-28 05:45:44 UTC--2016-10-28 18:45:56 UTC,0.5418055555555555,13.003333333333334,1255985.75
k-temp-edited/oct_28/32TT1/32TT1_summary,32,TT,1,2200,2016-10-28  18:55:58,948.61,2016-10-28T05:45:44Z,2016-10-28 05:45:44 UTC--2016-10-28 18:55:58 UTC,0.5487731481481481,13.170555555555556,742761.63
k-temp-edited/oct_28/32TT5/32TT5_summary,32,TT,5,2200,2016-10-28  18:57:25,703.88,2016-10-28T05:45:44Z,2016-10-28 05:45:44 UTC--2016-10-28 18:57:25 UTC,0.5497800925925926,13.194722222222222,1326813.8
k-temp-edited/oct_28/38TT1_copy/summary_export,38,TT,1,2200,2016-10-28  18:59:41,640.39,2016-10-28T05:45:44Z,2016-10-28 05:45:44 UTC--2016-10-28 18:59:41 UTC,0.5513541666666667,13.2325,1022062.44
k-temp-edited/oct_28/38TT1/38TT1_summary,38,TT,1,2200,2016-10-28  18:59:41,441.79,2016-10-28T05:45:44Z,2016-10-28 05:45:44 UTC--2016-10-28 18:59:41 UTC,0.5513541666666667,13.2325,1094755.62
k-temp-edited/oct_28/38TT5_copy/summary_export,38,TT,5,2200,2016-10-28  19:01:40,627.6,2016-10-28T05:45:44Z,2016-10-28 05:45:44 UTC--2016-10-28 19:01:40 UTC,0.5527314814814814,13.265555555555556,899350.8
k-temp-edited/oct31/05TT1_copy/summary_export,5,TT,1,381,2016-10-31  14:58:52,769.07,2016-10-28T05:45:44Z,2016-10-28 05:45:44 UTC--2016-10-31 14:58:52 UTC,3.38412037037037,81.21888888888888,293015.67000000004
k-temp-edited/oct31/05TT2_R2_copy/05TT1_copy/summary_export,5,TT,1,381,2016-10-31  14:58:52,769.07,2016-10-28T05:45:44Z,2016-10-28 05:45:44 UTC--2016-10-31 14:58:52 UTC,3.38412037037037,81.21888888888888,293015.67000000004
k-temp-edited/oct31/05TT2_R2_copy/summary_export,5,TT,2,164,2016-10-31  15:05:50,636.15,2016-10-28T05:45:44Z,2016-10-28 05:45:44 UTC--2016-10-31 15:05:50 UTC,3.3889583333333335,81.335,104328.59999999999
k-temp-edited/oct31/05TT3_copy/summary_export,5,TT,3,420,2016-10-31  15:08:20,1065.35,2016-10-28T05:45:44Z,2016-10-28 05:45:44 UTC--2016-10-31 15:08:20 UTC,3.3906944444444442,81.37666666666667,447446.99999999994
k-temp-edited/oct31/05TT4_copy/summary_export,5,TT,4,118,2016-10-31  15:11:52,822.02,2016-10-28T05:45:44Z,2016-10-28 05:45:44 UTC--2016-10-31 15:11:52 UTC,3.393148148148148,81.43555555555555,96998.36
k-temp-edited/oct31/05TT5_copy/summary_export,5,TT,5,81,2016-10-31  15:15:12,814.13,2016-10-28T05:45:44Z,2016-10-28 05:45:44 UTC--2016-10-31 15:15:12 UTC,3.395462962962963,81.49111111111111,65944.53
k-temp-edited/oct31/08TT1_copy/summary_export,8,TT,1,334,2016-10-31  15:28:11,820.6,2016-10-28T05:45:44Z,2016-10-28 05:45:44 UTC--2016-10-31 15:28:11 UTC,3.4044791666666665,81.7075,274080.4
