temperature,species,rep,particle_id,area_abd,area_filled,aspect_ratio,average_blue,average_green,average_red,calibration_factor,calibration_image,camera,capture_x,capture_y,ch1_area,ch1_peak,ch1_width,ch2_area,ch2_peak,ch2_width,ch2_ch1_ratio,circle_fit,circularity,circularity_hu,compactness,convex_perimeter,convexity,date,diameter_abd,diameter_esd,edge_gradient,elongation,feret_angle_max,feret_angle_min,fiber_curl,fiber_straightness,filter_score,geodesic_aspect_ratio,geodesic_length,geodesic_thickness,image_file,image_height,image_width,image_x,image_y,intensity,length,particles_per_chain,perimeter,ratio_blue_green,ratio_red_blue,ratio_red_green,roughness,scatter_area,scatter_peak,scatter_width,sigma_intensity,source_image,sum_intensity,symmetry,time,timestamp,transparency,volume_abd,volume_esd,width
5,TT,1,1,98.82,98.82,0.69,107.57,109.86,112.86,0.5526,1,1,113,455,0,0,0,0,0,0,0,0.72,0.76,0.92,1.32,44.72,1,2016-11-28,11.22,12.53,156.82,1.44,80,0,0,1.02,0,0.7,14.55,10.14,05TT1_size_images_000001.tif,41,31,2,2,110,14.78,1,49.37,0.98,1.05,1.03,1.09,0,0,0,26.03,168,53129,0.8,11:35:51,2016-11-28T18:35:51Z,0.1,738.9837,1030.126,9.12
5,TT,1,2,90.6,90.6,0.69,110.5,106.29,107.68,0.5526,1,1,441,505,0,0,0,0,0,0,0,0.66,0.57,0.89,1.77,44.74,0.95,2016-11-28,10.74,12.54,155.12,3.24,-20,-80,0.41,0.71,0,0.31,21.1,6.51,05TT1_size_images_000001.tif,34,40,35,2,107.19,15.01,1,55.22,1.04,0.97,1.01,1.22,0,0,0,35.67,445,48235,0.6,11:36:14,2016-11-28T18:36:14Z,0.14,648.7658,1031.49,10.61
5,TT,1,3,66.41,66.41,0.96,108.49,106.46,112.85,0.5526,1,1,550,164,0,0,0,0,0,0,0,0.84,0.73,0.98,1.37,37.18,1,2016-11-28,9.2,10.13,150.38,1.72,35,0,0.22,0.82,0,0.58,13.57,7.9,05TT1_size_images_000001.tif,32,31,77,2,108.03,11.1,1,42.93,1.02,1.04,1.06,1.14,0,0,0,42.64,229,37918,0.74,11:35:56,2016-11-28T18:35:56Z,0.09,407.1037,544.7826,9.12
5,TT,1,4,80,80,0.79,91.49,84.31,87.26,0.5526,1,1,291,677,0,0,0,0,0,0,0,0.79,0.75,0.95,1.33,40.8,0.99,2016-11-28,10.09,11.28,149.16,1.53,15,85,0.08,0.93,0,0.65,13.78,9.02,05TT1_size_images_000001.tif,31,37,110,2,86.01,12.8,1,45.6,1.09,0.95,1.03,1.1,0,0,0,39.05,357,35005,0.75,11:36:07,2016-11-28T18:36:07Z,0.11,538.3104,752.136,8.81
5,TT,1,5,40.64,40.64,0.87,99.25,99.13,110.94,0.5526,1,1,1218,83,0,0,0,0,0,0,0,0.76,0.63,0.96,1.58,31.83,0.97,2016-11-28,7.19,8.43,146.23,2.56,50,-45,0.45,0.69,0,0.39,13.74,5.36,05TT1_size_images_000001.tif,29,30,149,2,102.66,9.46,1,38.19,1,1.12,1.12,1.18,0,0,0,41.74,375,24740,0.66,11:36:08,2016-11-28T18:36:08Z,0.15,194.8855,313.5245,7.44
5,TT,1,6,104.08,104.08,0.77,101.04,101.46,108.59,0.5526,1,1,25,168,0,0,0,0,0,0,0,0.75,0.71,0.94,1.42,46.03,0.98,2016-11-28,11.51,12.95,145.25,1.94,60,0,0.22,0.82,0,0.52,17.27,8.91,05TT1_size_images_000001.tif,39,35,181,2,103.38,14.17,1,52.37,1,1.07,1.07,1.12,0,0,0,32.94,88,52102,0.7,11:35:44,2016-11-28T18:35:44Z,0.11,798.7801,1136.502,11.33
5,TT,1,7,75.61,75.61,0.96,101.94,103.65,111.7,0.5526,1,1,581,317,0,0,0,0,0,0,0,0.95,0.97,1,1.03,37.16,1,2016-11-28,9.81,10.13,140.63,1,-60,0,0,1.09,0,1,9.82,9.82,05TT1_size_images_000001.tif,32,32,218,2,105.58,10.68,1,39.29,0.98,1.1,1.08,1.05,0,0,0,29.38,355,41070,0.89,11:36:07,2016-11-28T18:36:07Z,0.03,494.5404,543.5714,9.67
5,TT,1,8,120,120,0.71,115.8,120.81,130.77,0.5526,1,1,693,331,0,0,0,0,0,0,0,0.75,0.83,0.93,1.2,47.28,1,2016-11-28,12.36,13.34,140.22,1,-70,35,0,1.25,0,1,12.77,12.77,05TT1_size_images_000001.tif,41,36,252,2,123.04,15.91,1,51.07,0.96,1.13,1.08,1.07,0,0,0,30.91,302,69764,0.83,11:36:02,2016-11-28T18:36:02Z,0.07,988.902,1244.249,11.01
5,TT,1,9,119.75,122.04,0.64,101.13,96.93,103.65,0.5526,1,1,8,429,0,0,0,0,0,0,0,0.64,0.65,0.88,1.53,50.35,0.97,2016-11-28,12.35,14.32,134.38,2.39,70,-35,0.17,0.85,0,0.42,20.48,8.57,05TT1_size_images_000001.tif,45,37,290,2,98.21,17.47,1,58.1,1.04,1.02,1.07,1.24,0,0,0,28.4,176,55589,0.73,11:35:52,2016-11-28T18:35:52Z,0.14,985.7615,1537.48,10.74
5,TT,1,10,116.2,116.2,0.59,99.48,104.29,111.76,0.5526,1,1,894,652,0,0,0,0,0,0,0,0.61,0.69,0.87,1.45,48.58,0.98,2016-11-28,12.16,13.76,130.18,2.06,-10,90,0.08,0.93,0,0.49,18.63,9.05,05TT1_size_images_000001.tif,33,45,329,2,105.59,17.24,1,55.36,0.95,1.12,1.07,1.13,0,0,0,28.72,150,58287,0.79,11:35:50,2016-11-28T18:35:50Z,0.12,942.2044,1363.472,10.22
