temperature,species,rep,particle_id,area_abd,area_filled,aspect_ratio,average_blue,average_green,average_red,calibration_factor,calibration_image,camera,capture_x,capture_y,ch1_area,ch1_peak,ch1_width,ch2_area,ch2_peak,ch2_width,ch2_ch1_ratio,circle_fit,circularity,circularity_hu,compactness,convex_perimeter,convexity,date,diameter_abd,diameter_esd,edge_gradient,elongation,feret_angle_max,feret_angle_min,fiber_curl,fiber_straightness,filter_score,geodesic_aspect_ratio,geodesic_length,geodesic_thickness,image_file,image_height,image_width,image_x,image_y,intensity,length,particles_per_chain,perimeter,ratio_blue_green,ratio_red_blue,ratio_red_green,roughness,scatter_area,scatter_peak,scatter_width,sigma_intensity,source_image,sum_intensity,symmetry,time,timestamp,transparency,volume_abd,volume_esd,width
8,TT,5,155,145.63,145.63,0.88,120.46,123.91,128.62,0.5526,1,1,545,118,0,0,0,0,0,0,0,0.84,0.66,0.98,1.51,52.91,0.95,2016-11-14,13.62,15.14,109.39,2.33,-70,60,0.3,0.77,0,0.43,21.77,9.35,08TT5_size_images_000001.tif,43,42,1759,98,124.92,16.76,1,62.26,0.97,1.07,1.04,1.16,0,0,0,41.64,1220,83322,0.81,17:50:35,2016-11-15T00:50:35Z,0.1,1322.069,1815.686,14.03
8,TT,5,156,139.19,139.19,0.8,123.37,129.04,137.75,0.5526,1,1,887,227,0,0,0,0,0,0,0,0.73,0.7,0.93,1.43,52.28,0.97,2016-11-14,13.31,14.94,109.32,2.01,50,0,0.18,0.85,0,0.5,19.85,9.88,08TT5_size_images_000001.tif,42,38,1803,98,130.84,16.89,1,59.46,0.96,1.12,1.07,1.13,0,0,0,49.08,851,84e3,0.63,17:50:04,2016-11-15T00:50:04Z,0.11,1235.298,1744.799,12.99
8,TT,5,157,65.45,65.45,0.5,117.99,111.73,120.2,0.5526,1,1,597,920,0,0,0,0,0,0,0,0.53,0.61,0.77,1.63,40.19,0.97,2016-11-14,9.13,11.09,109.24,2.77,-80,20,0.15,0.87,0,0.36,17.14,6.18,08TT5_size_images_000001.tif,39,29,1843,98,114.46,14.97,1,46.65,1.06,1.02,1.08,1.15,0,0,0,31.85,641,39717,0.65,17:49:46,2016-11-15T00:49:46Z,0.18,398.3016,714.0639,6.85
8,TT,5,158,96.32,100.32,0.75,130.98,119.09,117.15,0.5526,1,1,1123,54,0,0,0,0,0,0,0,0.74,0.74,0.95,1.35,45.27,0.99,2016-11-14,11.07,12.7,109.23,1.62,70,-35,0.01,0.99,0,0.62,15.53,9.62,08TT5_size_images_000001.tif,40,35,1874,98,109.08,15.39,1,50.29,1.1,0.89,0.98,1.26,0,0,0,30.72,754,51593,0.74,17:49:56,2016-11-15T00:49:56Z,0.13,711.1563,1073.586,9.75
8,TT,5,159,90.85,90.85,0.68,121.14,116.75,121.06,0.5526,1,1,1229,64,0,0,0,0,0,0,0,0.69,0.73,0.9,1.36,43.66,1,2016-11-14,10.76,12.19,108.92,1.7,20,-75,0.07,0.94,0,0.59,15.29,9.01,08TT5_size_images_000001.tif,33,40,1911,98,118.35,14.31,1,48.59,1.04,1,1.04,1.1,0,0,0,51.99,1262,53377,0.75,17:50:39,2016-11-15T00:50:39Z,0.12,651.4312,948.8066,9.46
8,TT,5,160,102.33,102.33,0.84,126.57,123.69,131.5,0.5526,1,1,1143,334,0,0,0,0,0,0,0,0.79,0.65,0.95,1.54,45.85,0.93,2016-11-14,11.41,12.89,108.89,2.44,80,-35,0.35,0.74,0,0.41,19.24,7.89,08TT5_size_images_000001.tif,40,37,1953,98,126.19,14.23,1,54.25,1.02,1.04,1.06,1.17,0,0,0,49.24,771,62714,0.73,17:49:57,2016-11-15T00:49:57Z,0.11,778.645,1120.902,11.6
8,TT,5,161,78.54,78.54,0.77,138.25,129.46,124.75,0.5526,1,1,819,404,0,0,0,0,0,0,0,0.74,0.61,0.92,1.65,41.95,0.92,2016-11-14,10,11.65,108.58,2.84,-35,35,0.46,0.69,0,0.35,18.64,6.57,08TT5_size_images_000001.tif,36,35,1992,98,127.58,12.78,1,50.42,1.07,0.9,0.96,1.18,0,0,0,42.44,456,51158,0.65,17:49:31,2016-11-15T00:49:31Z,0.14,523.5556,827.7609,9.97
8,TT,5,162,92.34,92.34,0.76,124.91,107.1,102.72,0.5526,1,1,617,682,0,0,0,0,0,0,0,0.67,0.46,0.91,2.19,46.32,0.88,2016-11-14,10.84,13.04,108.51,4.67,65,0,0.66,0.6,0,0.21,25.53,5.47,08TT5_size_images_000001.tif,39,35,2,148,105.35,15.36,1,61.99,1.17,0.82,0.96,1.32,0,0,0,42.82,183,48144,0.61,17:49:08,2016-11-15T00:49:08Z,0.17,667.5142,1160.904,11.33
8,TT,5,163,85.17,85.17,0.58,133.56,120.54,117.37,0.5526,1,1,621,549,0,0,0,0,0,0,0,0.61,0.57,0.84,1.74,44.25,0.94,2016-11-14,10.41,12.38,108.24,3.15,-30,65,0.36,0.74,0,0.32,20.3,6.44,08TT5_size_images_000001.tif,32,41,39,148,120.65,14.93,1,53.47,1.11,0.88,0.97,1.19,0,0,0,51.93,1192,51640,0.73,17:50:32,2016-11-15T00:50:32Z,0.16,591.2304,993.7647,8.48
8,TT,5,164,115.43,115.43,0.92,114.52,109.58,111.61,0.5526,1,1,93,253,0,0,0,0,0,0,0,0.81,0.63,0.97,1.6,48.81,0.95,2016-11-14,12.12,13.83,108.16,2.64,-40,15,0.45,0.69,0,0.38,21.05,7.96,08TT5_size_images_000001.tif,39,40,82,148,110.73,14.55,1,58.03,1.05,0.97,1.02,1.17,0,0,0,43.36,166,60792,0.73,17:49:07,2016-11-15T00:49:07Z,0.12,932.9708,1385.507,12.91
