term,estimate,std.error,statistic,p.value,conf.low,conf.high
(Intercept),1.114035643787068,1.0371717492051458,1.074109128638365,0.29391377926694917,-1.0315175885177932,3.259588876091929
inverse_temp,0.38348256141389897,0.025902396301764854,14.804906733195587,3.008782980030128e-13,0.3298993721761629,0.43706575065163505
