ID,time,P,type
32_3,10.0,5518589.323443014,simulated
32_3,11.0,5615292.273447799,simulated
32_3,12.0,5682062.057326414,simulated
32_3,13.0,5727734.35084691,simulated
32_3,14.0,5758775.612219041,simulated
32_3,15.0,5779780.977228854,simulated
32_3,16.0,5793953.181550811,simulated
32_3,17.0,5803496.031145194,simulated
32_3,18.0,5809913.076418405,simulated
32_3,19.0,5814224.289974927,simulated
32_3,20.0,5817118.9674674105,simulated
32_3,21.0,5819061.747978055,simulated
32_3,22.0,5820365.300115128,simulated
32_3,23.0,5821239.78699486,simulated
32_3,24.0,5821826.363512433,simulated
32_3,25.0,5822219.786790982,simulated
32_3,26.0,5822483.645658151,simulated
32_3,27.0,5822660.6027241545,simulated
32_3,28.0,5822779.275542763,simulated
32_3,29.0,5822858.859958505,simulated
32_3,30.0,5822912.23040344,simulated
32_3,31.0,5822948.020965327,simulated
32_3,32.0,5822972.022291668,simulated
32_3,33.0,5822988.117653481,simulated
32_3,34.0,5822998.911401402,simulated
32_3,35.0,5823006.149101652,simulated
32_3,36.0,5823011.002882229,simulated
32_3,37.0,5823014.258028922,simulated
32_3,38.0,5823016.440917855,simulated
32_3,39.0,5823017.904769552,simulated
32_3,40.0,5823018.886977686,simulated
32_3,41.0,5823019.54512098,simulated
32_3,42.0,5823019.98630677,simulated
32_3,43.0,5823020.282295918,simulated
32_4,0.5,1455964.4,observed
32_4,13.07920139,5497469.31,observed
32_4,17.50633102,4562619.72,observed
32_4,21.3828125,5092180.9,observed
32_4,24.49648148,9331396.68,observed
32_4,28.32892361,3499556.52,observed
32_4,35.3828588,7405583.64,observed
32_4,39.56752315,3524715.26,observed
32_4,42.23262731,4877222.9,observed
32_4,42.23262731,4877222.9,observed
32_4,0.0,1455964.4,simulated
32_4,1.0,1858622.8427259827,simulated
32_4,2.0,2307930.535854793,simulated
32_4,3.0,2781214.940766977,simulated
32_4,4.0,3250434.292139738,simulated
32_4,5.0,3688485.0816508615,simulated
32_4,6.0,4075078.1649216553,simulated
32_4,7.0,4399689.062784609,simulated
32_4,8.0,4661053.376429243,simulated
32_4,9.0,4864474.13401682,simulated
32_4,10.0,5018656.145205155,simulated
32_4,11.0,5133186.315170269,simulated
32_4,12.0,5216994.787790355,simulated
32_4,13.0,5277651.190120018,simulated
32_4,14.0,5321202.486751297,simulated
32_4,15.0,5352293.537039928,simulated
32_4,16.0,5374398.538285992,simulated
32_4,17.0,5390068.9356220625,simulated
32_4,18.0,5401154.858066105,simulated
32_4,19.0,5408986.060030288,simulated
32_4,20.0,5414512.382813442,simulated
32_4,21.0,5418409.354559626,simulated
32_4,22.0,5421155.951086923,simulated
32_4,23.0,5423091.058169041,simulated
32_4,24.0,5424454.084440876,simulated
32_4,25.0,5425413.982881711,simulated
32_4,26.0,5426089.896657742,simulated
32_4,27.0,5426565.799720354,simulated
32_4,28.0,5426900.856700734,simulated
32_4,29.0,5427136.741617743,simulated
32_4,30.0,5427302.802230526,simulated
32_4,31.0,5427419.704884698,simulated
32_4,32.0,5427502.000333986,simulated
32_4,33.0,5427559.932666074,simulated
32_4,34.0,5427600.7142199315,simulated
32_4,35.0,5427629.422276425,simulated
32_4,36.0,5427649.631204719,simulated
32_4,37.0,5427663.857271276,simulated
32_4,38.0,5427673.871069675,simulated
32_4,39.0,5427680.920349107,simulated
32_4,40.0,5427685.882789572,simulated
32_4,41.0,5427689.376051501,simulated
32_4,42.0,5427691.8349424945,simulated
32_4,43.0,5427693.566120588,simulated
32_5,0.5,1455964.4,observed
32_5,0.549780093,1326813.8,observed
32_5,13.08300926,3441586.89,observed
32_5,17.5046412,2493000.89,observed
32_5,21.38383102,5367950.64,observed
32_5,24.49486111,9548244.6,observed
32_5,28.33101852,2995645.03,observed
32_5,35.38416667,6111705.25,observed
32_5,39.56856481,3339206.64,observed
32_5,42.23376157,4207556.13,observed
32_5,42.23376157,4207556.13,observed
32_5,0.0,1455964.4,simulated
32_5,1.0,1632456.8123468668,simulated
32_5,2.0,1819069.7472543002,simulated
32_5,3.0,2013899.3294324793,simulated
32_5,4.0,2214635.124426874,simulated
32_5,5.0,2418657.8804451763,simulated
32_5,6.0,2623170.4668792523,simulated
32_5,7.0,2825348.880999066,simulated
32_5,8.0,3022496.327149051,simulated
32_5,9.0,3212182.834895827,simulated
32_5,10.0,3392355.5923821153,simulated
32_5,11.0,3561410.590641,simulated
32_5,12.0,3718222.529731777,simulated
32_5,13.0,3862136.1021374217,simulated
32_5,14.0,3992926.167555005,simulated
32_5,15.0,4110736.650396154,simulated
32_5,16.0,4216008.247010091,simulated
32_5,17.0,4309403.722466487,simulated
32_5,18.0,4391737.46586833,simulated
32_5,19.0,4463913.590710474,simulated
32_5,20.0,4526874.760124634,simulated
32_5,21.0,4581562.213113477,simulated
32_5,22.0,4628886.364576069,simulated
32_5,23.0,4669706.641087138,simulated
32_5,24.0,4704818.954270626,simulated
32_5,25.0,4734949.171713157,simulated
32_5,26.0,4760751.086195748,simulated
32_5,27.0,4782807.586992525,simulated
32_5,28.0,4801633.987467734,simulated
32_5,29.0,4817682.680674175,simulated
32_5,30.0,4831348.513100178,simulated
32_5,31.0,4842974.429111326,simulated
32_5,32.0,4852857.079126955,simulated
32_5,33.0,4861252.191183146,simulated
32_5,34.0,4868379.581309513,simulated
32_5,35.0,4874427.739182843,simulated
32_5,36.0,4879557.962532182,simulated
32_5,37.0,4883908.042237869,simulated
32_5,38.0,4887595.517240661,simulated
32_5,39.0,4890720.528309292,simulated
32_5,40.0,4893368.304802561,simulated
32_5,41.0,4895611.3215286955,simulated
32_5,42.0,4897511.162024663,simulated
32_5,43.0,4899120.122583766,simulated
38_1,0.5,1455964.4,observed
38_1,0.551354167,1094755.62,observed
38_1,17.5355787,1732093.44,observed
38_1,21.38571759,2856461.86,observed
38_1,24.50232639,4095992.16,observed
38_1,26.20584491,2058469.12,observed
38_1,28.3477662,2846320.08,observed
38_1,35.37832176,3660168.9,observed
38_1,39.61048611,2339172.72,observed
38_1,42.23484954,2866796.4,observed
38_1,42.23484954,2866796.4,observed
38_1,0.0,1455964.4,simulated
38_1,1.0,1528699.9976759653,simulated
38_1,2.0,1601377.3004361275,simulated
38_1,3.0,1673663.180157945,simulated
38_1,4.0,1745231.6530469353,simulated
38_1,5.0,1815769.6811399406,simulated
38_1,6.0,1884982.4820373375,simulated
38_1,7.0,1952598.1601847764,simulated
38_1,8.0,2018371.527117726,simulated
38_1,9.0,2082087.004896758,simulated
38_1,10.0,2143560.5808098395,simulated
38_1,11.0,2202640.8110447484,simulated
38_1,12.0,2259208.9218894634,simulated
38_1,13.0,2313178.1164383255,simulated
38_1,14.0,2364492.166418081,simulated
38_1,15.0,2413123.43864308,simulated
38_1,16.0,2459070.4848508835,simulated
38_1,17.0,2502355.333027465,simulated
38_1,18.0,2543020.604360215,simulated
38_1,19.0,2581126.561132494,simulated
38_1,20.0,2616748.191821658,simulated
38_1,21.0,2649972.4061900093,simulated
38_1,22.0,2680895.3996582692,simulated
38_1,23.0,2709620.2302576564,simulated
38_1,24.0,2736254.6347183287,simulated
38_1,25.0,2760909.097531309,simulated
38_1,26.0,2783695.175691646,simulated
38_1,27.0,2804724.0723910793,simulated
38_1,28.0,2824105.4476535777,simulated
38_1,29.0,2841946.4483491057,simulated
38_1,30.0,2858350.9379258463,simulated
38_1,31.0,2873418.9044985906,simulated
38_1,32.0,2887246.0254897173,simulated
38_1,33.0,2899923.3676394643,simulated
38_1,34.0,2911537.202191479,simulated
38_1,35.0,2922168.9165949933,simulated
38_1,36.0,2931895.0056862547,simulated
38_1,37.0,2940787.127158893,simulated
38_1,38.0,2948912.207950499,simulated
38_1,39.0,2956332.5899276733,simulated
38_1,40.0,2963106.2049129377,simulated
38_1,41.0,2969286.7706608037,simulated
38_1,42.0,2974924.0007284223,simulated
38_1,43.0,2980063.8224219372,simulated
38_2,0.5,1455964.4,observed
38_2,17.53715278,2337608.4,observed
38_2,21.38677083,3773894.28,observed
38_2,24.50621528,3978617.6,observed
38_2,26.20452546,2580398.23,observed
38_2,28.34886574,1660752.48,observed
38_2,35.37631944,5203838.88,observed
38_2,39.61197917,3351814.48,observed
38_2,42.23586806,5275018.71,observed
38_2,42.23586806,5275018.71,observed
38_2,0.0,1455964.4,simulated
38_2,1.0,1499416.9582481724,simulated
38_2,2.0,1544145.267418795,simulated
38_2,3.0,1590185.5098068323,simulated
38_2,4.0,1637574.81533684,simulated
38_2,5.0,1686351.2831156699,simulated
38_2,6.0,1736554.0017983636,simulated
38_2,7.0,1788223.0700104774,simulated
38_2,8.0,1841399.6168620652,simulated
38_2,9.0,1896125.822527717,simulated
38_2,10.0,1952444.9388542497,simulated
38_2,11.0,2010401.3099737857,simulated
38_2,12.0,2070040.3928877735,simulated
38_2,13.0,2131408.777988041,simulated
38_2,14.0,2194554.209477982,simulated
38_2,15.0,2259525.605654376,simulated
38_2,16.0,2326373.0790075674,simulated
38_2,17.0,2395147.95609486,simulated
38_2,18.0,2465902.797138926,simulated
38_2,19.0,2538691.415299907,simulated
38_2,20.0,2613568.89556658,simulated
38_2,21.0,2690591.6132085538,simulated
38_2,22.0,2769817.251727908,simulated
38_2,23.0,2851304.8202449516,simulated
38_2,24.0,2935114.670252813,simulated
38_2,25.0,3021308.5116620134,simulated
38_2,26.0,3109949.428036187,simulated
38_2,27.0,3201101.8910020576,simulated
38_2,28.0,3294831.7736937404,simulated
38_2,29.0,3391206.3631433304,simulated
38_2,30.0,3490294.3715384603,simulated
38_2,31.0,3592165.9462478543,simulated
38_2,32.0,3696892.678504628,simulated
38_2,33.0,3804547.610637258,simulated
38_2,34.0,3915205.241741482,simulated
38_2,35.0,4028941.531666832,simulated
38_2,36.0,4145833.9031973183,simulated
38_2,37.0,4265961.242294562,simulated
38_2,38.0,4389403.896271253,simulated
38_2,39.0,4516243.669754487,simulated
38_2,40.0,4646563.818294089,simulated
38_2,41.0,4780449.039466176,simulated
38_2,42.0,4917985.461317352,simulated
38_2,43.0,5059260.627989418,simulated
38_3,0.5,1455964.4,observed
38_3,17.53887731,2042942.02,observed
38_3,21.3878125,3676201.65,observed
38_3,26.20313657,6322589.51,observed
38_3,28.34993056,3786700.0,observed
38_3,35.37728009,4953566.07,observed
38_3,39.61333333,4402435.95,observed
38_3,42.23694444,4219043.12,observed
38_3,42.23694444,4219043.12,observed
38_3,0.0,1455964.4,simulated
38_3,1.0,1559686.0797373408,simulated
38_3,2.0,1667097.6855379194,simulated
38_3,3.0,1777830.3378885326,simulated
38_3,4.0,1891457.6274723462,simulated
38_3,5.0,2007500.7576985902,simulated
38_3,6.0,2125435.6009202087,simulated
38_3,7.0,2244701.5297181206,simulated
38_3,8.0,2364711.691234053,simulated
38_3,9.0,2484864.377343978,simulated
38_3,10.0,2604555.0179531244,simulated
38_3,11.0,2723188.303989132,simulated
38_3,12.0,2840189.899267188,simulated
38_3,13.0,2955017.293439098,simulated
38_3,14.0,3067169.3554844144,simulated
38_3,15.0,3176194.24810979,simulated
38_3,16.0,3281695.4889255855,simulated
38_3,17.0,3383336.042941041,simulated
38_3,18.0,3480840.447042456,simulated
38_3,19.0,3573995.0719930218,simulated
38_3,20.0,3662646.698864883,simulated
38_3,21.0,3746699.660257767,simulated
38_3,22.0,3826111.823497896,simulated
38_3,23.0,3900889.7113440293,simulated
38_3,24.0,3971083.047073331,simulated
38_3,25.0,4036778.991333876,simulated
38_3,26.0,4098096.30591467,simulated
38_3,27.0,4155179.6404255982,simulated
38_3,28.0,4208194.096945807,simulated
38_3,29.0,4257320.186976178,simulated
38_3,30.0,4302749.257548675,simulated
38_3,31.0,4344679.43031263,simulated
38_3,32.0,4383312.069782158,simulated
38_3,33.0,4418848.774912781,simulated
38_3,34.0,4451488.87152905,simulated
38_3,35.0,4481427.371387419,simulated
38_3,36.0,4508853.356134017,simulated
38_3,37.0,4533948.740381938,simulated
38_3,38.0,4556887.366852116,simulated
38_3,39.0,4577834.387316853,simulated
38_3,40.0,4596945.8853629865,simulated
38_3,41.0,4614368.700248964,simulated
38_3,42.0,4630240.414963732,simulated
38_3,43.0,4644689.475689935,simulated
38_4,0.5,1455964.4,observed
38_4,10.38152778,3617455.14,observed
38_4,17.54056713,1897463.5,observed
38_4,21.38881944,2604101.88,observed
38_4,28.35112269,2087900.55,observed
38_4,35.37328704,3277927.52,observed
38_4,39.61436343,2994936.72,observed
38_4,42.23797454,3206327.7,observed
38_4,42.23797454,3206327.7,observed
38_4,0.0,1455964.4,simulated
38_4,1.0,1838510.176602751,simulated
38_4,2.0,2166459.4381944924,simulated
38_4,3.0,2414607.3182302634,simulated
38_4,4.0,2585207.220761449,simulated
38_4,5.0,2694905.3393419306,simulated
38_4,6.0,2762438.957801791,simulated
38_4,7.0,2802906.6642177287,simulated
38_4,8.0,2826764.384447055,simulated
38_4,9.0,2840694.9363461635,simulated
38_4,10.0,2848783.3163787234,simulated
38_4,11.0,2853464.2535243873,simulated
38_4,12.0,2856168.090883231,simulated
38_4,13.0,2857728.1910823495,simulated
38_4,14.0,2858627.791793729,simulated
38_4,15.0,2859146.3394831913,simulated
38_4,16.0,2859445.17775957,simulated
38_4,17.0,2859617.3772613388,simulated
38_4,18.0,2859716.596591523,simulated
38_4,19.0,2859773.763327198,simulated
38_4,20.0,2859806.6999850636,simulated
38_4,21.0,2859825.6762347873,simulated
38_4,22.0,2859836.6092281607,simulated
38_4,23.0,2859842.9079989535,simulated
38_4,24.0,2859846.5369246453,simulated
38_4,25.0,2859848.6278130645,simulated
38_4,26.0,2859849.8324366147,simulated
38_4,27.0,2859850.526754878,simulated
38_4,28.0,2859850.926406547,simulated
38_4,29.0,2859851.1567962132,simulated
38_4,30.0,2859851.289380809,simulated
38_4,31.0,2859851.3657001327,simulated
38_4,32.0,2859851.409830964,simulated
38_4,33.0,2859851.435153667,simulated
38_4,34.0,2859851.4497416425,simulated
38_4,35.0,2859851.4582574023,simulated
38_4,36.0,2859851.463283086,simulated
38_4,37.0,2859851.466073096,simulated
38_4,38.0,2859851.4676786945,simulated
38_4,39.0,2859851.468557478,simulated
38_4,40.0,2859851.4690648234,simulated
38_4,41.0,2859851.4693683214,simulated
38_4,42.0,2859851.46954785,simulated
38_4,43.0,2859851.4696523263,simulated
38_5,0.5,1455964.4,observed
38_5,10.38322917,3325255.74,observed
38_5,17.5422338,1443131.22,observed
38_5,21.38988426,1665055.08,observed
38_5,26.19759259,3979654.54,observed
38_5,28.35215278,1693167.84,observed
38_5,35.37231481,2841534.0,observed
38_5,39.61584491,2109778.96,observed
38_5,42.23914352,2225046.8,observed
38_5,42.23914352,2225046.8,observed
38_5,0.0,1455964.4,simulated
38_5,1.0,1751133.703692207,simulated
38_5,2.0,1979033.2085666405,simulated
38_5,3.0,2137012.8255428523,simulated
38_5,4.0,2238515.6144955466,simulated
38_5,5.0,2300585.2271339125,simulated
38_5,6.0,2337399.972408616,simulated
38_5,7.0,2358841.319089412,simulated
38_5,8.0,2371196.7095050626,simulated
38_5,9.0,2378272.7329362077,simulated
38_5,10.0,2382310.953141675,simulated
38_5,11.0,2384610.8890405376,simulated
38_5,12.0,2385919.296130221,simulated
38_5,13.0,2386663.147860002,simulated
38_5,14.0,2387085.8831999996,simulated
38_5,15.0,2387326.0754615376,simulated
38_5,16.0,2387462.5331896967,simulated
38_5,17.0,2387540.051850628,simulated
38_5,18.0,2387584.0868766406,simulated
38_5,19.0,2387609.100694052,simulated
38_5,20.0,2387623.3094667126,simulated
38_5,21.0,2387631.380464606,simulated
38_5,22.0,2387635.9649403016,simulated
38_5,23.0,2387638.569194591,simulated
38_5,24.0,2387640.048445487,simulated
38_5,25.0,2387640.888791699,simulated
38_5,26.0,2387641.3661118685,simulated
38_5,27.0,2387641.637237404,simulated
38_5,28.0,2387641.7912444775,simulated
38_5,29.0,2387641.8788243528,simulated
38_5,30.0,2387641.9283816935,simulated
38_5,31.0,2387641.956577108,simulated
38_5,32.0,2387641.9725512406,simulated
38_5,33.0,2387641.98163415,simulated
38_5,34.0,2387641.98705192,simulated
38_5,35.0,2387641.9899198413,simulated
38_5,36.0,2387641.9916025684,simulated
38_5,37.0,2387641.9925029427,simulated
38_5,38.0,2387641.9930077377,simulated
38_5,39.0,2387641.9933070624,simulated
38_5,40.0,2387641.9934837404,simulated
38_5,41.0,2387641.9935855656,simulated
38_5,42.0,2387641.993644608,simulated
38_5,43.0,2387641.9936807584,simulated
5_1,0.5,1455964.4,observed
5_1,12.41739583,3446801.28,observed
5_1,17.37802083,10654312.32,observed
5_1,20.22828704,8517369.9,observed
5_1,24.44303241,20128148.04,observed
5_1,27.19680556,16055565.5,observed
5_1,34.51556713,17905080.0,observed
5_1,39.535625,19308370.51,observed
5_1,42.19630787,24714713.6,observed
5_1,42.19630787,24714713.6,observed
5_1,0.0,1455964.4,simulated
5_1,1.0,1646160.917595367,simulated
5_1,2.0,1859168.6532946955,simulated
5_1,3.0,2097171.29606627,simulated
5_1,4.0,2362414.228779984,simulated
5_1,5.0,2657163.69090541,simulated
5_1,6.0,2983653.930152489,simulated
5_1,7.0,3344021.5352787552,simulated
5_1,8.0,3740226.573080127,simulated
5_1,9.0,4173961.231115215,simulated
5_1,10.0,4646547.841897645,simulated
5_1,11.0,5158829.699197561,simulated
5_1,12.0,5711059.772258238,simulated
5_1,13.0,6302794.103793012,simulated
5_1,14.0,6932798.252391002,simulated
5_1,15.0,7598976.043148669,simulated
5_1,16.0,8298330.060903721,simulated
5_1,17.0,9026962.350589722,simulated
5_1,18.0,9780121.478116667,simulated
5_1,19.0,10552298.676609818,simulated
5_1,20.0,11337371.388625327,simulated
5_1,21.0,12128787.68305646,simulated
5_1,22.0,12919780.491582476,simulated
5_1,23.0,13703597.187181879,simulated
5_1,24.0,14473728.125871466,simulated
5_1,25.0,15224117.905532967,simulated
5_1,26.0,15949345.204290124,simulated
5_1,27.0,16644760.669175424,simulated
5_1,28.0,17306576.952857167,simulated
5_1,29.0,17931909.773339964,simulated
5_1,30.0,18518773.197197273,simulated
5_1,31.0,19066035.690569222,simulated
5_1,32.0,19573345.57159664,simulated
5_1,33.0,20041035.32970607,simulated
5_1,34.0,20470014.017513476,simulated
5_1,35.0,20861655.895602245,simulated
5_1,36.0,21217691.889976054,simulated
5_1,37.0,21540108.79696191,simulated
5_1,38.0,21831059.40425058,simulated
5_1,39.0,22092785.264072146,simulated
5_1,40.0,22327552.633954674,simulated
5_1,41.0,22537601.210141283,simulated
5_1,42.0,22725104.676594492,simulated
5_1,43.0,22892141.7319103,simulated
5_2,0.5,1455964.4,observed
5_2,12.42326389,4556606.64,observed
5_2,17.38081019,10851903.41,observed
5_2,20.23560185,8438419.2,observed
5_2,24.4419213,19147629.95,observed
5_2,27.19844907,15243208.95,observed
5_2,34.5199537,19582717.0,observed
5_2,39.53415509,23141812.0,observed
5_2,42.19719907,27761241.4,observed
5_2,42.19719907,27761241.4,observed
5_2,0.0,1455964.4,simulated
5_2,1.0,1630243.975755943,simulated
5_2,2.0,1824022.205625139,simulated
5_2,3.0,2039141.2286199515,simulated
5_2,4.0,2277533.760680632,simulated
5_2,5.0,2541205.959619072,simulated
5_2,6.0,2832213.7933937395,simulated
5_2,7.0,3152632.0314502344,simulated
5_2,8.0,3504515.0005635386,simulated
5_2,9.0,3889848.515143801,simulated
5_2,10.0,4310492.716266811,simulated
5_2,11.0,4768116.05432896,simulated
5_2,12.0,5264121.297005035,simulated
5_2,13.0,5799565.249521742,simulated
5_2,14.0,6375074.814381832,simulated
5_2,15.0,6990762.9935625475,simulated
5_2,16.0,7646149.410064552,simulated
5_2,17.0,8340090.755614202,simulated
5_2,18.0,9070726.996893957,simulated
5_2,19.0,9835449.32226629,simulated
5_2,20.0,10630895.209036557,simulated
5_2,21.0,11452974.809225278,simulated
5_2,22.0,12296930.994940666,simulated
5_2,23.0,13157433.013451511,simulated
5_2,24.0,14028700.979262058,simulated
5_2,25.0,14904655.700846013,simulated
5_2,26.0,15779085.951180588,simulated
5_2,27.0,16645823.561289994,simulated
5_2,28.0,17498915.967575278,simulated
5_2,29.0,18332786.04132028,simulated
5_2,30.0,19142370.35609605,simulated
5_2,31.0,19923229.090072546,simulated
5_2,32.0,20671623.387819573,simulated
5_2,33.0,21384558.760180786,simulated
5_2,34.0,22059795.700687546,simulated
5_2,35.0,22695830.847423766,simulated
5_2,36.0,23291853.560303386,simulated
5_2,37.0,23847683.654448092,simulated
5_2,38.0,24363696.26782502,simulated
5_2,39.0,24840739.530576445,simulated
5_2,40.0,25280050.099424135,simulated
5_2,41.0,25683170.611390702,simulated
5_2,42.0,26051872.221069667,simulated
5_2,43.0,26388084.360468827,simulated
5_3,0.5,1455964.4,observed
5_3,12.42693287,11237579.58,observed
5_3,17.38241898,9874844.94,observed
5_3,20.23811343,7906089.24,observed
5_3,24.44087963,14055064.85,observed
5_3,27.20008102,15126138.1,observed
5_3,34.5178125,20104738.72,observed
5_3,39.53666667,19359018.05,observed
5_3,42.19827546,25720028.4,observed
5_3,42.19827546,25720028.4,observed
5_3,0.0,1455964.4,simulated
5_3,1.0,1627705.6634707036,simulated
5_3,2.0,1818240.244430026,simulated
5_3,3.0,2029266.0554290684,simulated
5_3,4.0,2262547.7807231266,simulated
5_3,5.0,2519897.209381527,simulated
5_3,6.0,2803147.2722817203,simulated
5_3,7.0,3114119.10852471,simulated
5_3,8.0,3454581.579142816,simulated
5_3,9.0,3826202.9507120247,simulated
5_3,10.0,4230494.86271152,simulated
5_3,11.0,4668749.224110446,simulated
5_3,12.0,5141969.35207053,simulated
5_3,13.0,5650797.410369873,simulated
5_3,14.0,6195441.06354567,simulated
5_3,15.0,6775603.109331278,simulated
5_3,16.0,7390418.555356548,simulated
5_3,17.0,8038404.065396171,simulated
5_3,18.0,8717424.940013587,simulated
5_3,19.0,9424684.38751361,simulated
5_3,20.0,10156738.997602513,simulated
5_3,21.0,10909542.917089775,simulated
5_3,22.0,11678521.21652068,simulated
5_3,23.0,12458670.817772439,simulated
5_3,24.0,13244684.882879136,simulated
5_3,25.0,14031094.483420221,simulated
5_3,26.0,14812419.695948146,simulated
5_3,27.0,15583321.328423243,simulated
5_3,28.0,16338744.472324133,simulated
5_3,29.0,17074045.80405688,simulated
5_3,30.0,17785098.1747051,simulated
5_3,31.0,18468368.12161295,simulated
5_3,32.0,19120964.24705802,simulated
5_3,33.0,19740656.70977918,simulated
5_3,34.0,20325870.051765732,simulated
5_3,35.0,20875653.0993478,simulated
5_3,36.0,21389630.632418495,simulated
5_3,37.0,21867941.91718352,simulated
5_3,38.0,22311171.11396918,simulated
5_3,39.0,22720274.117184076,simulated
5_3,40.0,23096505.684569534,simulated
5_3,41.0,23441349.890805878,simulated
5_3,42.0,23756456.099198416,simulated
5_3,43.0,24043581.860743355,simulated
5_4,0.5,1455964.4,observed
5_4,10.2377662,4603029.13,observed
5_4,12.42570602,5683955.2,observed
5_4,17.38425926,9247678.23,observed
5_4,20.24050926,10509107.76,observed
5_4,24.43864583,22049307.79,observed
5_4,27.20175926,20973229.8,observed
5_4,34.51881944,22557313.2,observed
5_4,39.53760417,27463333.48,observed
5_4,42.19988426,27936796.16,observed
5_4,42.19988426,27936796.16,observed
5_4,0.0,1455964.4,simulated
5_4,1.0,1657804.193599681,simulated
5_4,2.0,1885734.7808894687,simulated
5_4,3.0,2142580.6050148173,simulated
5_4,4.0,2431315.429890893,simulated
5_4,5.0,2755023.287291272,simulated
5_4,6.0,3116843.565581278,simulated
5_4,7.0,3519897.967377327,simulated
5_4,8.0,3967197.5066295792,simulated
5_4,9.0,4461528.720459535,simulated
5_4,10.0,5005319.698210549,simulated
5_4,11.0,5600488.532472406,simulated
5_4,12.0,6248279.307036528,simulated
5_4,13.0,6949093.640113755,simulated
5_4,14.0,7702328.743839627,simulated
5_4,15.0,8506235.655332346,simulated
5_4,16.0,9357812.872185348,simulated
5_4,17.0,10252750.971300235,simulated
5_4,18.0,11185441.897171892,simulated
5_4,19.0,12149062.493045129,simulated
5_4,20.0,13135735.600765137,simulated
5_4,21.0,14136764.248246275,simulated
5_4,22.0,15142926.175263613,simulated
5_4,23.0,16144808.536452254,simulated
5_4,24.0,17133157.46852603,simulated
5_4,25.0,18099215.2593291,simulated
5_4,26.0,19035019.454376034,simulated
5_4,27.0,19933643.185472216,simulated
5_4,28.0,20789363.232851602,simulated
5_4,29.0,21597750.58440891,simulated
5_4,30.0,22355686.154367834,simulated
5_4,31.0,23061310.764686007,simulated
5_4,32.0,23713922.805256367,simulated
5_4,33.0,24313839.01537031,simulated
5_4,34.0,24862233.793865364,simulated
5_4,35.0,25360970.833832372,simulated
5_4,36.0,25812438.310897667,simulated
5_4,37.0,26219395.9870193,simulated
5_4,38.0,26584839.46063048,simulated
5_4,39.0,26911884.526621867,simulated
5_4,40.0,27203672.278599497,simulated
5_4,41.0,27463294.30802415,simulated
5_4,42.0,27693736.24914013,simulated
5_4,43.0,27897837.371834118,simulated
5_5,0.5,1455964.4,observed
5_5,0.507523148,1165677.5,observed
5_5,10.2390162,9154889.93,observed
5_5,12.48357639,9466897.07,observed
5_5,17.38603009,9622844.0,observed
5_5,20.24269676,7322994.63,observed
5_5,24.43755787,19658352.56,observed
5_5,27.20335648,16824623.76,observed
5_5,34.52150463,20938300.24,observed
5_5,39.53865741,16081343.85,observed
5_5,42.20087963,26453084.88,observed
5_5,42.20087963,26453084.88,observed
5_5,0.0,1455964.4,simulated
5_5,1.0,1655498.5742771789,simulated
5_5,2.0,1880128.7047729478,simulated
5_5,3.0,2132369.6534131,simulated
5_5,4.0,2414808.628715073,simulated
5_5,5.0,2730052.816406495,simulated
5_5,6.0,3080661.117803471,simulated
5_5,7.0,3469058.8775470364,simulated
5_5,8.0,3897435.351237961,simulated
5_5,9.0,4367625.1455743695,simulated
5_5,10.0,4880976.739036092,simulated
5_5,11.0,5438213.428779058,simulated
5_5,12.0,6039294.531826732,simulated
5_5,13.0,6683287.080684039,simulated
5_5,14.0,7368260.136220936,simulated
5_5,15.0,8091214.662717368,simulated
5_5,16.0,8848061.621124452,simulated
5_5,17.0,9633657.999061495,simulated
5_5,18.0,10441906.754219886,simulated
5_5,19.0,11265920.38684214,simulated
5_5,20.0,12098241.139761247,simulated
5_5,21.0,12931104.11188537,simulated
5_5,22.0,13756724.19142896,simulated
5_5,23.0,14567584.58195407,simulated
5_5,24.0,15356704.456431147,simulated
5_5,25.0,16117866.065821238,simulated
5_5,26.0,16845786.727096643,simulated
5_5,27.0,17536227.7375792,simulated
5_5,28.0,18186039.099233653,simulated
5_5,29.0,18793145.047991756,simulated
5_5,30.0,19356479.93713643,simulated
5_5,31.0,19875886.695902195,simulated
5_5,32.0,20351990.898020595,simulated
5_5,33.0,20786062.762426,simulated
5_5,34.0,21179877.607873537,simulated
5_5,35.0,21535582.945014466,simulated
5_5,36.0,21855577.900955155,simulated
5_5,37.0,22142408.352766905,simulated
5_5,38.0,22398679.240204435,simulated
5_5,39.0,22626984.010386404,simulated
5_5,40.0,22829850.135398317,simulated
5_5,41.0,23009698.999540206,simulated
5_5,42.0,23168818.137360446,simulated
5_5,43.0,23309343.72936298,simulated
8_1,0.5,1455964.4,observed
8_1,0.510231481,1183266.99,observed
8_1,7.331238426,4483108.98,observed
8_1,10.27047454,6814308.44,observed
8_1,12.45892361,8187173.07,observed
8_1,17.45333333,12312735.84,observed
8_1,20.26434028,16477608.18,observed
8_1,24.44506944,24280996.0,observed
8_1,27.21738426,16651709.23,observed
8_1,34.52871528,22153673.52,observed
8_1,39.53975694,16275556.94,observed
8_1,42.20244213,23429663.18,observed
8_1,42.20244213,23429663.18,observed
8_1,0.0,1455964.4,simulated
8_1,1.0,1725700.1566394551,simulated
8_1,2.0,2040387.0397420663,simulated
