temperature,species,rep,particle_id,area_abd,area_filled,aspect_ratio,average_blue,average_green,average_red,calibration_factor,calibration_image,camera,capture_x,capture_y,ch1_area,ch1_peak,ch1_width,ch2_area,ch2_peak,ch2_width,ch2_ch1_ratio,circle_fit,circularity,circularity_hu,compactness,convex_perimeter,convexity,date,diameter_abd,diameter_esd,edge_gradient,elongation,feret_angle_max,feret_angle_min,fiber_curl,fiber_straightness,filter_score,geodesic_aspect_ratio,geodesic_length,geodesic_thickness,image_file,image_height,image_width,image_x,image_y,intensity,length,particles_per_chain,perimeter,ratio_blue_green,ratio_red_blue,ratio_red_green,roughness,scatter_area,scatter_peak,scatter_width,sigma_intensity,source_image,sum_intensity,symmetry,time,timestamp,transparency,volume_abd,volume_esd,width
5,TT,1,1,65.21,65.21,0.63,101.19,110.08,119.95,0.5526,1,1,1153,186,0,0,0,0,0,0,0,0.66,0.61,0.88,1.65,39.98,0.96,2016-10-28,9.11,11.02,126.16,2.84,-50,60,0.29,0.77,0,0.35,17.32,6.1,05TT1_size_images_000001.tif,33,36,2,2,109.94,13.42,1,46.84,0.92,1.19,1.09,1.16,0,0,0,32.59,35,38040,0.62,17:51:29,2016-10-29T00:51:29Z,0.17,396.1133,701.3517,7.62
5,TT,1,2,91.6,91.6,0.69,114.53,119.72,126.64,0.5526,1,1,1192,488,0,0,0,0,0,0,0,0.69,0.72,0.91,1.38,43.29,0.99,2016-10-28,10.8,12.08,155.38,1.78,-60,45,0.11,0.9,0,0.56,15.69,8.84,05TT1_size_images_000001.tif,37,36,40,2,120.48,14.17,1,49.05,0.96,1.11,1.06,1.12,0,0,0,35.75,36,54696,0.63,17:51:29,2016-10-29T00:51:29Z,0.11,659.4533,921.9699,9.4
5,TT,1,3,130.72,130.72,0.78,135.62,143.34,144.8,0.5526,1,1,1235,827,0,0,0,0,0,0,0,0.78,0.67,0.96,1.5,50.07,0.97,2016-10-28,12.9,14.23,70.07,2.26,-40,35,0.27,0.79,0,0.44,20.49,9.08,05TT1_size_images_000001.tif,41,39,78,2,142.51,16.18,1,59.13,0.95,1.07,1.01,1.17,0,0,0,46.41,37,86787,0.78,17:51:30,2016-10-29T00:51:30Z,0.09,1124.273,1508.913,12.19
5,TT,1,4,101.82,104.08,0.87,143.64,140.63,144.46,0.5526,1,1,1113,878,0,0,0,0,0,0,0,0.74,0.59,0.94,1.68,46.58,0.92,2016-10-28,11.39,13.12,73.29,2.95,85,45,0.5,0.67,0,0.34,21.3,7.22,05TT1_size_images_000001.tif,40,38,119,2,141.85,14.17,1,57.05,1.02,1.01,1.03,1.32,0,0,0,44.27,65,70218,0.64,17:51:32,2016-10-29T00:51:32Z,0.13,772.9292,1183.408,11.35
5,TT,1,5,70.99,70.99,0.89,112.84,105.55,108.51,0.5526,1,1,1019,671,0,0,0,0,0,0,0,0.79,0.51,0.95,1.97,40.5,0.91,2016-10-28,9.51,11.19,109.31,3.92,-45,30,0.73,0.58,0,0.26,21.04,5.37,05TT1_size_images_000001.tif,35,35,159,2,107.27,12.13,1,52.82,1.07,0.96,1.03,1.28,0,0,0,54.7,72,39691,0.65,17:51:32,2016-10-29T00:51:32Z,0.15,449.967,733.4838,9.87
5,TT,1,6,108.36,108.36,0.77,128.62,135.25,139.73,0.5526,1,1,1011,317,0,0,0,0,0,0,0,0.77,0.66,0.95,1.51,46.62,0.98,2016-10-28,11.75,13.14,89.93,2.3,-70,0,0.23,0.81,0,0.43,19.14,8.31,05TT1_size_images_000001.tif,41,35,196,2,135.7,15.53,1,54.9,0.95,1.09,1.03,1.16,0,0,0,51.08,79,70699,0.71,17:51:33,2016-10-29T00:51:33Z,0.11,848.515,1186.625,11.33
5,TT,1,7,90.11,90.11,0.83,142.34,136.37,135.22,0.5526,1,1,341,373,0,0,0,0,0,0,0,0.77,0.7,0.95,1.44,43.08,0.96,2016-10-28,10.71,12.01,87.72,2.02,50,-65,0.21,0.83,0,0.5,16.62,8.23,05TT1_size_images_000001.tif,36,35,233,2,136.45,13.77,1,49.7,1.04,0.95,0.99,1.14,0,0,0,46.93,106,61131,0.65,17:51:35,2016-10-29T00:51:35Z,0.11,643.448,906.7642,10.22
5,TT,1,8,130.46,130.46,0.76,144.72,145.44,138.87,0.5526,1,1,172,314,0,0,0,0,0,0,0,0.76,0.71,0.95,1.42,50.31,0.97,2016-10-28,12.89,14.31,56.26,1.94,-75,20,0.11,0.9,0,0.52,18.97,9.79,05TT1_size_images_000001.tif,44,38,270,2,143.25,17.11,1,57.51,1,0.96,0.95,1.13,0,0,0,47.61,131,87094,0.77,17:51:37,2016-10-29T00:51:37Z,0.1,1120.972,1533.852,11.38
5,TT,1,9,77.31,77.31,0.78,122.92,126.24,133.71,0.5526,1,1,1168,591,0,0,0,0,0,0,0,0.68,0.66,0.93,1.52,40.63,0.99,2016-10-28,9.92,11.23,78.75,2.35,-40,45,0.26,0.79,0,0.42,16.87,7.17,05TT1_size_images_000001.tif,33,36,310,2,128.08,13.35,1,48.08,0.97,1.09,1.06,1.17,0,0,0,34.71,216,50720,0.59,17:51:44,2016-10-29T00:51:44Z,0.12,511.3855,741.3252,9.01
5,TT,1,10,114.42,114.42,0.87,172.42,164.5,154.47,0.5526,1,1,638,601,0,0,0,0,0,0,0,0.82,0.63,0.97,1.58,47.26,0.97,2016-10-28,12.07,13.34,45.86,2.58,20,-80,0.46,0.68,0,0.39,20.73,8.03,05TT1_size_images_000001.tif,37,38,348,2,162.41,14.17,1,57.51,1.05,0.9,0.94,1.2,0,0,0,42.93,227,88513,0.69,17:51:45,2016-10-29T00:51:45Z,0.1,920.7145,1242.503,12.15
5,TT,1,11,82.46,84.67,0.89,142.35,147.34,149.38,0.5526,1,1,1158,823,0,0,0,0,0,0,0,0.84,0.8,0.97,1.25,40.67,1,2016-10-28,10.25,11.24,79.66,1,70,0,0,1.08,0,1,11.29,11.29,05TT1_size_images_000001.tif,35,32,388,2,147.23,12.23,1,45.14,0.97,1.05,1.01,1.22,0,0,0,46.7,305,61393,0.8,17:51:52,2016-10-29T00:51:52Z,0.09,563.2638,743.5931,9.67
5,TT,1,12,60.67,60.67,0.87,151.26,145.28,144.62,0.5526,1,1,486,324,0,0,0,0,0,0,0,0.66,0.54,0.92,1.84,37.72,0.93,2016-10-28,8.79,10.3,82.41,3.5,10,75,0.71,0.59,0,0.29,18.7,5.34,05TT1_size_images_000001.tif,33,34,422,2,145.55,10.97,1,48.08,1.04,0.96,1,1.25,0,0,0,40.85,315,47594,0.48,17:51:53,2016-10-29T00:51:53Z,0.15,355.4699,572.624,9.42
5,TT,1,13,142.79,142.79,0.83,138.93,145.13,144.7,0.5526,1,1,1123,83,0,0,0,0,0,0,0,0.72,0.37,0.94,2.72,54.21,0.9,2016-10-28,13.48,15.55,53.81,6.39,85,-50,1.11,0.47,0,0.16,35.77,5.6,05TT1_size_images_000001.tif,45,42,458,2,144.06,16.98,1,82.74,0.96,1.04,1,1.5,0,0,0,43.93,351,94501,0.63,17:51:56,2016-10-29T00:51:56Z,0.13,1283.61,1968.662,13.62
5,TT,1,14,122.04,122.04,0.88,156.78,157.01,152,0.5526,1,1,1026,352,0,0,0,0,0,0,0,0.74,0.47,0.95,2.14,50.21,0.89,2016-10-28,12.47,14.28,49.81,4.5,-10,70,0.74,0.57,0,0.22,28.1,6.25,05TT1_size_images_000001.tif,38,43,502,2,154.98,16.15,1,68.7,1,0.97,0.97,1.35,0,0,0,48.51,374,89114,0.61,17:51:58,2016-10-29T00:51:58Z,0.13,1014.166,1523.125,12.04
5,TT,1,15,71.23,71.23,0.86,92.49,92.3,94.4,0.5526,1,1,162,798,0,0,0,0,0,0,0,0.79,0.7,0.95,1.42,39.71,0.97,2016-10-28,9.52,10.94,124.86,1.95,20,80,0.23,0.81,0,0.51,14.85,7.63,05TT1_size_images_000001.tif,33,35,547,2,92.92,12.04,1,44.95,1,1.02,1.02,1.12,0,0,0,38.49,457,34475,0.7,17:52:05,2016-10-29T00:52:05Z,0.13,452.2707,684.7766,9.69
