List File,08CR5.lst
Start Time,2017-01-11  12:41:05
Sampling Time,42 sec

Count,50
Particles / ml,2758

Efficiency,8.6%
PPUI,1.09

Summary Stats,Mean,Min,Max,StdDev,% CV
Area (ABD),242.54,26.72,1475.72,316.07,130.32
Aspect Ratio,0.79,0.15,0.99,0.15,19.57
Ch1 Peak,0.00,0.00,0.00,0.00,0.00
Circle Fit,0.66,0.00,0.92,0.19,29.30
Circularity (Hu),0.90,0.25,1.00,0.13,14.33
Compactness,2.15,1.04,8.87,1.38,64.07
Diameter (ABD),15.22,5.83,43.35,8.88,58.32
Diameter (ESD),17.97,6.49,63.20,11.14,62.00
Elongation,4.40,1.00,25.84,4.48,101.70
Geodesic Aspect Ratio,0.42,0.04,1.00,0.30,72.84
Geodesic Length,33.71,7.07,207.59,33.60,99.65
Geodesic Thickness,8.64,3.06,21.36,3.49,40.35
Image Height,47.90,27.00,141.00,21.58,45.06
Image Width,45.94,25.00,123.00,19.87,43.24
Intensity,124.80,78.83,177.29,26.78,21.46
Length,20.67,7.95,80.37,13.42,64.94
Perimeter,84.71,28.30,431.24,68.63,81.03
Roughness,1.34,1.05,2.22,0.25,18.91
Sigma Intensity,39.88,22.13,56.51,9.04,22.68
Sum Intensity,1.17e+005,25379.00,5.97e+005,1.26e+005,107.04
Transparency,0.14,0.04,0.52,0.08,55.50
Volume (ABD),4243.18,103.88,42645.28,8559.43,201.72
Width,14.74,5.24,42.90,8.96,60.77

Filter,Count,Count %,Volume %,P/ML,PPM
2-3um,0,0.00,0.00,0.00,0.00
3-4um,0,0.00,0.00,0.00,0.00
4-5um,0,0.00,0.00,0.00,0.00
5-6um,0,0.00,0.00,0.00,0.00
6-7um,1,2.00,0.04,55,0.01
7-8um,1,2.00,0.06,55,0.01
8-9um,6,12.00,0.49,331,0.11
0-5um,0,0.00,0.00,0.00,0.00
5-10um,11,22.00,0.95,607,0.21
10-15um,15,30.00,3.89,827,0.84
15-20um,8,16.00,5.01,441,1.09
20-25um,7,14.00,10.48,386,2.27
25-30um,4,8.00,9.86,221,2.14
30-35um,0,0.00,0.00,0.00,0.00
35-40um,2,4.00,14.35,110,3.11
40-45um,1,2.00,9.25,55,2.00
45-50um,1,2.00,12.56,55,2.72
50-55um,0,0.00,0.00,0.00,0.00
55-60um,0,0.00,0.00,0.00,0.00
60-65um,1,2.00,33.65,55,7.29
65-70um,0,0.00,0.00,0.00,0.00
75-80um,0,0.00,0.00,0.00,0.00
80-85um,0,0.00,0.00,0.00,0.00
85-90um,0,0.00,0.00,0.00,0.00
90-95um,0,0.00,0.00,0.00,0.00
95-100um,0,0.00,0.00,0.00,0.00
9-10um,3,6.00,0.36,165,0.08
1-2um,0,0.00,0.00,0.00,0.00
0-1um,0,0.00,0.00,0.00,0.00

